,index,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Source,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Category_0,Item_Category_1,Item_Category_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
9243,720,FDK16,94.4094,1559.3429752688166,Frozen Foods,94.4094,9.065,1999,OUT049,test,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9244,721,NCQ29,258.7278,584.7577647727275,Health and Hygiene,258.7278,12.0,1998,OUT010,test,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9245,722,FDZ01,103.499,219.2185209302326,Canned,103.499,12.792854228644991,1985,OUT019,test,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9246,723,FDW27,157.0314,2222.671282258065,Meat,157.0314,5.86,2004,OUT035,test,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9247,724,FDD17,237.8906,3327.9525829268273,Frozen Foods,237.8906,7.5,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9248,725,FDW39,176.637,2588.5638200000017,Meat,176.637,6.69,1987,OUT013,test,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9249,726,DRH59,72.638,1105.4514228187923,Hard Drinks,72.638,10.8,2002,OUT045,test,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9250,727,FDS52,101.7016,1654.4898417391307,Frozen Foods,101.7016,8.89,1987,OUT013,test,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9251,728,FDU40,195.2478,5329.314724444443,Frozen Foods,195.2478,12.792854228644991,1985,OUT027,test,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
9252,729,NCF54,173.6422,2588.5638200000017,Household,173.6422,18.0,1987,OUT013,test,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9253,730,FDH46,102.8332,1879.05405,Snack Foods,102.8332,6.935,2002,OUT045,test,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9254,731,NCP14,103.6306,1879.05405,Household,103.6306,8.275,1999,OUT049,test,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9255,732,FDH50,185.2266,3389.226979354838,Canned,185.2266,15.0,1999,OUT049,test,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9256,733,DRF15,153.534,346.89728372093043,Dairy,153.534,18.35,1998,OUT010,test,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9257,734,FDV27,87.4514,2517.882088484848,Meat,87.4514,12.792854228644991,1985,OUT027,test,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
9258,735,NCJ06,120.1782,2210.5219801801795,Household,120.1782,20.1,1999,OUT049,test,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9259,736,FDN02,205.4638,3327.9525829268273,Canned,205.4638,16.5,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9260,737,FDQ51,45.9718,699.7819098039218,Meat,45.9718,16.0,1999,OUT049,test,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9261,738,FDQ07,222.7456,4199.544979310345,Fruits and Vegetables,222.7456,15.1,2007,OUT017,test,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9262,739,FDS45,105.1622,1879.05405,Snack Foods,105.1622,5.175,1999,OUT049,test,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9263,740,NCJ06,121.1782,1827.8328454545444,Household,121.1782,20.1,2002,OUT045,test,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9264,741,FDD36,117.2124,1922.149381714286,Baking Goods,117.2124,13.3,2004,OUT035,test,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9265,742,FDY25,182.5976,3389.226979354838,Canned,182.5976,12.0,2002,OUT045,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9266,743,FDU52,154.963,2222.671282258065,Frozen Foods,154.963,7.56,1997,OUT046,test,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9267,744,DRK47,227.0694,4199.544979310345,Hard Drinks,227.0694,7.905,2007,OUT017,test,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
9268,745,NCL30,128.4336,2177.3578406779666,Household,128.4336,18.1,2007,OUT017,test,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9269,746,FDN22,251.8724,4506.845892156862,Snack Foods,251.8724,18.85,2004,OUT035,test,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9270,747,NCF30,126.2362,3242.0620715328487,Household,126.2362,12.792854228644991,1985,OUT027,test,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
9271,748,FDK03,256.2356,4506.845892156862,Dairy,256.2356,12.6,2004,OUT035,test,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9272,749,FDT45,55.0956,842.2509434554978,Snack Foods,55.0956,15.85,2007,OUT017,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9273,750,NCC54,239.6196,6280.89088,Health and Hygiene,239.6196,12.792854228644991,1985,OUT027,test,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
9274,751,FDP08,195.3478,2880.9695613636377,Fruits and Vegetables,195.3478,20.5,2009,OUT018,test,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9275,752,FDU44,163.2552,2597.410299186992,Fruits and Vegetables,163.2552,12.15,1997,OUT046,test,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9276,753,DRG39,52.7982,842.2509434554978,Dairy,52.7982,14.15,2004,OUT035,test,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
9277,754,FDU32,121.9414,2210.5219801801795,Fruits and Vegetables,121.9414,8.785,1999,OUT049,test,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9278,755,FDY27,178.5344,2588.5638200000017,Dairy,178.5344,6.38,1999,OUT049,test,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9279,756,NCP54,123.073,2177.3578406779666,Household,123.073,15.35,1987,OUT013,test,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9280,757,NCZ41,126.4704,2177.3578406779666,Health and Hygiene,126.4704,19.85,1999,OUT049,test,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9281,758,DRL49,143.4812,2309.2007980000008,Soft Drinks,143.4812,13.15,1987,OUT013,test,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9282,759,FDI05,76.4354,1412.1562050420168,Frozen Foods,76.4354,8.35,2009,OUT018,test,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9283,760,FDY56,226.5062,4199.544979310345,Fruits and Vegetables,226.5062,16.35,2002,OUT045,test,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9284,761,DRC13,124.973,2001.554929113923,Soft Drinks,124.973,8.26,1987,OUT013,test,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9285,762,NCV29,179.5686,2588.5638200000017,Health and Hygiene,179.5686,11.8,2007,OUT017,test,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9286,763,FDR24,88.98299999999999,1198.2817900990096,Baking Goods,88.98299999999999,17.35,1999,OUT049,test,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9287,764,FDZ34,191.382,2890.9915358490566,Starchy Foods,191.382,6.695,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9288,765,FDP37,126.4994,2177.3578406779666,Breakfast,126.4994,15.6,2004,OUT035,test,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9289,766,FDX08,180.9318,5329.314724444443,Fruits and Vegetables,180.9318,12.792854228644991,1985,OUT027,test,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
9290,767,FDS57,141.447,1827.8328454545444,Snack Foods,141.447,15.5,2002,OUT045,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9291,768,NCG18,102.4332,1654.4898417391307,Household,102.4332,15.3,1999,OUT049,test,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9292,769,FDK25,168.9474,2232.84702184874,Breakfast,168.9474,11.6,2009,OUT018,test,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9293,770,FDH53,80.9592,1198.2817900990096,Frozen Foods,80.9592,20.5,1999,OUT049,test,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9294,771,DRI59,223.0088,3327.9525829268273,Hard Drinks,223.0088,9.5,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9295,772,FDA52,177.237,2588.5638200000017,Frozen Foods,177.237,16.2,1997,OUT046,test,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9296,773,FDT20,38.3164,92.67548155339807,Fruits and Vegetables,38.3164,10.5,1998,OUT010,test,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9297,774,FDE36,162.5868,425.93559145299145,Baking Goods,162.5868,12.792854228644991,1985,OUT019,test,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9298,775,FDI24,174.737,2588.5638200000017,Baking Goods,174.737,10.3,2007,OUT017,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9299,776,FDB28,199.2426,2890.9915358490566,Dairy,199.2426,6.615,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9300,777,FDV11,176.9054,2588.5638200000017,Breads,176.9054,9.1,2007,OUT017,test,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9301,778,FDP01,154.1682,2453.7477006993004,Breakfast,154.1682,20.75,1997,OUT046,test,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9302,779,FDD34,161.721,4117.317712631578,Snack Foods,161.721,12.792854228644991,1985,OUT027,test,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
9303,780,FDJ50,52.0982,1378.2631852760742,Canned,52.0982,12.792854228644991,1985,OUT027,test,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
9304,781,FDZ44,118.5808,1922.149381714286,Fruits and Vegetables,118.5808,8.185,1987,OUT013,test,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9305,782,DRO59,75.8012,1105.4514228187923,Hard Drinks,75.8012,11.8,2004,OUT035,test,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
9306,783,DRB48,39.1822,677.1027476190472,Soft Drinks,39.1822,16.75,2002,OUT045,test,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9307,784,FDR21,175.33700000000002,2588.5638200000017,Snack Foods,175.33700000000002,19.7,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9308,785,NCE42,234.7958,584.7577647727275,Household,234.7958,21.1,1998,OUT010,test,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9309,786,FDO23,93.4436,1460.7407669724769,Breads,93.4436,17.85,1997,OUT046,test,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9310,787,NCE30,212.3902,3327.9525829268273,Household,212.3902,16.0,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9311,788,FDQ22,37.6822,583.8145788617887,Snack Foods,37.6822,16.75,2004,OUT035,test,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9312,789,FDY01,115.3834,1827.8328454545444,Canned,115.3834,11.8,2002,OUT045,test,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9313,790,FDS08,177.83700000000002,2588.5638200000017,Fruits and Vegetables,177.83700000000002,5.735,2007,OUT017,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9314,791,FDG28,246.7144,3327.9525829268273,Frozen Foods,246.7144,9.285,2009,OUT018,test,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9315,792,FDQ51,48.1718,699.7819098039218,Meat,48.1718,16.0,2009,OUT018,test,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9316,793,FDB05,249.4776,4133.318104761905,Frozen Foods,249.4776,5.155,2007,OUT017,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9317,794,FDO56,116.5808,1922.149381714286,Fruits and Vegetables,116.5808,10.195,1999,OUT049,test,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9318,795,FDE02,91.9778,1460.7407669724769,Canned,91.9778,8.71,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9319,796,FDN45,223.2088,4199.544979310345,Snack Foods,223.2088,19.35,2007,OUT017,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9320,797,FDS09,49.0008,699.7819098039218,Snack Foods,49.0008,8.895,1987,OUT013,test,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9321,798,NCA54,181.4318,3389.226979354838,Household,181.4318,16.5,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9322,799,FDP09,212.7902,584.7577647727275,Snack Foods,212.7902,19.75,1998,OUT010,test,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9323,800,FDC53,99.0384,1559.3429752688166,Frozen Foods,99.0384,8.68,2002,OUT045,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9324,801,NCM55,186.5924,2890.9915358490566,Others,186.5924,15.6,2007,OUT017,test,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9325,802,FDL09,169.0816,2232.84702184874,Snack Foods,169.0816,19.6,2009,OUT018,test,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9326,803,FDA11,93.2436,219.2185209302326,Baking Goods,93.2436,12.792854228644991,1985,OUT019,test,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9327,804,FDA50,94.541,1559.3429752688166,Dairy,94.541,16.25,2002,OUT045,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9328,805,FDC23,178.9686,2588.5638200000017,Starchy Foods,178.9686,18.0,2007,OUT017,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9329,806,FDE22,158.892,2222.671282258065,Snack Foods,158.892,9.695,1999,OUT049,test,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9330,807,FDD23,186.8898,2890.9915358490566,Starchy Foods,186.8898,9.5,1997,OUT046,test,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9331,808,NCA29,172.7106,3104.1898299065424,Household,172.7106,10.5,1999,OUT049,test,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9332,809,FDK38,147.0734,2490.5268867052027,Canned,147.0734,6.65,1997,OUT046,test,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9333,810,DRC13,121.67299999999999,2210.5219801801795,Soft Drinks,121.67299999999999,8.26,1997,OUT046,test,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9334,811,NCP43,179.166,2588.5638200000017,Others,179.166,17.75,1999,OUT049,test,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9335,812,FDX28,99.7042,1559.3429752688166,Frozen Foods,99.7042,6.325,1999,OUT049,test,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9336,813,FDF08,89.8856,1198.2817900990096,Fruits and Vegetables,89.8856,14.3,1999,OUT049,test,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9337,814,FDZ33,149.5076,2490.5268867052027,Snack Foods,149.5076,10.195,1997,OUT046,test,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9338,815,FDD10,178.6344,2588.5638200000017,Snack Foods,178.6344,20.6,1999,OUT049,test,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9339,816,FDO58,162.4526,2453.7477006993004,Snack Foods,162.4526,19.6,2007,OUT017,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9340,817,FDI50,230.1352,4199.544979310345,Canned,230.1352,8.42,2007,OUT017,test,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9341,818,FDO58,165.7526,2453.7477006993004,Snack Foods,165.7526,19.6,2002,OUT045,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9342,819,FDX08,181.0318,3389.226979354838,Fruits and Vegetables,181.0318,12.85,1987,OUT013,test,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9343,820,NCK17,40.848,92.67548155339807,Health and Hygiene,40.848,11.0,1998,OUT010,test,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9344,821,FDF39,262.091,4506.845892156862,Dairy,262.091,14.85,2004,OUT035,test,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9345,822,FDU45,112.0518,281.4820818181818,Snack Foods,112.0518,15.6,1998,OUT010,test,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9346,823,NCJ18,117.6124,1752.2524399999998,Household,117.6124,12.35,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9347,824,DRC27,246.2802,584.7577647727275,Dairy,246.2802,12.792854228644991,1985,OUT019,test,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9348,825,DRC25,85.1882,1412.1562050420168,Soft Drinks,85.1882,5.73,2004,OUT035,test,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
9349,826,FDU59,160.6552,2222.671282258065,Breads,160.6552,5.78,2004,OUT035,test,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9350,827,FDU28,189.6214,2880.9695613636377,Frozen Foods,189.6214,19.2,2004,OUT035,test,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9351,828,NCP30,40.9822,677.1027476190472,Household,40.9822,20.5,1997,OUT046,test,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9352,829,FDB39,55.1272,842.2509434554978,Dairy,55.1272,11.6,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9353,830,FDE41,86.4566,1198.2817900990096,Frozen Foods,86.4566,9.195,1987,OUT013,test,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9354,831,DRH11,56.3614,165.91858165137612,Hard Drinks,56.3614,5.98,1998,OUT010,test,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9355,832,FDA58,236.0932,4199.544979310345,Snack Foods,236.0932,9.395,2002,OUT045,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9356,833,FDU50,115.3176,1922.149381714286,Dairy,115.3176,5.75,1997,OUT046,test,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9357,834,FDM34,129.6626,2177.3578406779666,Snack Foods,129.6626,19.0,1987,OUT013,test,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9358,835,FDM44,101.999,2517.882088484848,Fruits and Vegetables,101.999,12.792854228644991,1985,OUT027,test,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
9359,836,FDR39,183.8292,2880.9695613636377,Meat,183.8292,20.35,2002,OUT045,test,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9360,837,FDM25,175.6712,2588.5638200000017,Breakfast,175.6712,10.695,2002,OUT045,test,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9361,838,FDQ49,156.463,2453.7477006993004,Breakfast,156.463,20.2,1999,OUT049,test,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9362,839,DRH25,52.3324,842.2509434554978,Soft Drinks,52.3324,18.7,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9363,840,FDM09,170.979,4117.317712631578,Snack Foods,170.979,12.792854228644991,1985,OUT027,test,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
9364,841,FDL44,161.1894,346.89728372093043,Fruits and Vegetables,161.1894,12.792854228644991,1985,OUT019,test,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9365,842,NCR42,32.39,507.04640366972484,Household,32.39,9.105,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9366,843,DRL59,52.7298,842.2509434554978,Hard Drinks,52.7298,16.75,1997,OUT046,test,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9367,844,FDX43,168.45,2611.4595423423425,Fruits and Vegetables,168.45,5.655,1987,OUT013,test,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9368,845,DRK47,226.6694,584.7577647727275,Hard Drinks,226.6694,7.905,1998,OUT010,test,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9369,846,FDU48,131.7284,1752.2524399999998,Baking Goods,131.7284,18.85,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9370,847,FDY12,50.2008,699.7819098039218,Baking Goods,50.2008,9.8,2002,OUT045,test,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
9371,848,NCN43,122.573,1752.2524399999998,Others,122.573,12.15,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9372,849,NCM55,184.0924,3389.226979354838,Others,184.0924,15.6,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9373,850,FDQ21,123.1756,3242.0620715328487,Snack Foods,123.1756,12.792854228644991,1985,OUT027,test,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
9374,851,FDX13,251.0092,4506.845892156862,Canned,251.0092,7.725,2004,OUT035,test,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
9375,852,NCK30,253.3698,6280.89088,Household,253.3698,12.792854228644991,1985,OUT027,test,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
9376,853,FDG20,175.4028,2588.5638200000017,Fruits and Vegetables,175.4028,15.5,1999,OUT049,test,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9377,854,DRG27,40.0138,677.1027476190472,Dairy,40.0138,8.895,2007,OUT017,test,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
9378,855,FDY14,264.3226,3327.9525829268273,Dairy,264.3226,10.3,2009,OUT018,test,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9379,856,FDP59,102.7648,1784.4287381818183,Breads,102.7648,20.85,2004,OUT035,test,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
