,index,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Source,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Category_0,Item_Category_1,Item_Category_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
1190,1190,FDM39,178.3002,2328.3026,Dairy,178.3002,6.42,2009,OUT018,train,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1191,1191,DRD15,233.9642,3717.8272,Dairy,233.9642,10.6,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1192,1192,NCK06,122.0756,121.1756,Household,122.0756,5.03,1998,OUT010,train,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1193,1193,FDV04,156.9288,1571.2879999999998,Frozen Foods,156.9288,7.825,2002,OUT045,train,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1194,1194,FDG46,112.1518,5351.0346,Snack Foods,112.1518,12.792854228644991,1985,OUT027,train,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1195,1195,FDO19,50.2034,1166.4816,Fruits and Vegetables,50.2034,17.7,1999,OUT049,train,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1196,1196,NCN05,182.295,3661.9,Health and Hygiene,182.295,8.235,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1197,1197,DRA12,141.6154,3829.0158,Soft Drinks,141.6154,11.6,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1198,1198,FDJ02,149.1418,1177.1344,Canned,149.1418,17.2,1999,OUT049,train,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1199,1199,NCK17,38.948,519.3240000000001,Health and Hygiene,38.948,11.0,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1200,1200,FDO58,163.6526,1151.1682,Snack Foods,163.6526,19.6,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1201,1201,FDB22,152.6998,3383.5956,Snack Foods,152.6998,8.02,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1202,1202,FDG33,172.7764,2233.0932,Seafood,172.7764,5.365,2002,OUT045,train,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1203,1203,FDK58,101.9016,2631.2416,Snack Foods,101.9016,11.35,2002,OUT045,train,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1204,1204,DRH49,82.8592,165.1184,Soft Drinks,82.8592,12.792854228644991,1985,OUT019,train,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1205,1205,FDT43,51.2324,571.2564,Fruits and Vegetables,51.2324,16.35,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1206,1206,NCR38,253.4724,6040.1376,Household,253.4724,17.25,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1207,1207,DRI39,57.493,1358.2320000000002,Dairy,57.493,13.8,2004,OUT035,train,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1208,1208,NCZ05,104.499,1238.388,Health and Hygiene,104.499,8.485,2004,OUT035,train,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1209,1209,FDU21,32.3558,169.77900000000002,Snack Foods,32.3558,11.8,1987,OUT013,train,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1210,1210,NCP54,122.87299999999999,2832.9790000000003,Household,122.87299999999999,15.35,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1211,1211,NCX29,145.6102,2624.5836,Health and Hygiene,145.6102,10.0,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1212,1212,FDV01,153.3314,3257.7594,Canned,153.3314,19.2,2007,OUT017,train,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1213,1213,NCS17,95.2436,1796.3284,Health and Hygiene,95.2436,18.6,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1214,1214,NCN07,130.9284,1713.7692,Others,130.9284,18.5,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1215,1215,FDB14,94.31200000000001,2982.784,Canned,94.31200000000001,20.25,2004,OUT035,train,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1216,1216,NCJ18,119.2124,1303.6364,Household,119.2124,12.35,2004,OUT035,train,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1217,1217,FDF57,172.2448,2897.5616,Fruits and Vegetables,172.2448,14.5,1997,OUT046,train,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1218,1218,DRG01,78.367,918.804,Soft Drinks,78.367,14.8,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1219,1219,FDA02,143.9786,866.8716,Dairy,143.9786,14.0,2009,OUT018,train,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1220,1220,DRJ37,150.4024,2884.2456,Soft Drinks,150.4024,10.8,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1221,1221,NCP55,53.8614,221.0456,Others,53.8614,14.65,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1222,1222,FDW45,147.7418,1618.5598,Snack Foods,147.7418,12.792854228644991,1985,OUT027,train,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1223,1223,FDK38,149.3734,296.9468,Canned,149.3734,6.65,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1224,1224,NCZ30,121.4098,241.0196,Household,121.4098,6.59,1998,OUT010,train,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1225,1225,FDK08,102.4016,202.4032,Fruits and Vegetables,102.4016,12.792854228644991,1985,OUT019,train,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1226,1226,DRY23,42.9112,426.11199999999997,Soft Drinks,42.9112,9.395,2004,OUT035,train,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1227,1227,FDT31,188.2872,2647.2208,Fruits and Vegetables,188.2872,19.75,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1228,1228,FDU52,154.463,2503.408,Frozen Foods,154.463,7.56,2009,OUT018,train,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1229,1229,NCG19,234.8616,2812.3392,Household,234.8616,20.25,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1230,1230,NCR30,76.3696,372.848,Household,76.3696,20.6,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1231,1231,FDN23,145.4444,2612.5992,Breads,145.4444,6.575,2002,OUT045,train,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1232,1232,FDQ01,254.1014,4845.0266,Canned,254.1014,19.7,2002,OUT045,train,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1233,1233,FDO22,81.096,159.792,Snack Foods,81.096,13.5,1998,OUT010,train,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1234,1234,DRE13,85.8198,872.198,Soft Drinks,85.8198,6.28,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1235,1235,FDL44,160.2894,3235.788,Fruits and Vegetables,160.2894,18.25,2004,OUT035,train,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1236,1236,FDT34,106.7964,841.5712,Snack Foods,106.7964,9.3,2004,OUT035,train,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1237,1237,DRM23,170.6422,1379.5376,Hard Drinks,170.6422,16.6,2004,OUT035,train,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1238,1238,FDF32,198.9426,3559.3668,Fruits and Vegetables,198.9426,16.35,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1239,1239,NCE18,251.675,4244.475,Household,251.675,10.0,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1240,1240,FDA51,113.2518,3415.554,Dairy,113.2518,12.792854228644991,1985,OUT027,train,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1241,1241,DRZ24,118.344,3115.9440000000004,Soft Drinks,118.344,7.535,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1242,1242,FDT48,196.5084,3769.7596,Baking Goods,196.5084,4.92,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1243,1243,DRG11,108.9596,1186.4556,Hard Drinks,108.9596,6.385,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1244,1244,FDE58,118.3124,1540.6612,Snack Foods,118.3124,18.5,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1245,1245,DRA12,142.3154,2552.6772,Soft Drinks,142.3154,11.6,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1246,1246,FDP60,102.0016,1619.2256,Baking Goods,102.0016,17.35,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1247,1247,FDT10,60.9562,829.5868,Snack Foods,60.9562,16.7,2002,OUT045,train,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1248,1248,FDE05,147.7102,1166.4816,Frozen Foods,147.7102,10.895,1987,OUT013,train,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1249,1249,FDC32,91.4462,1665.8316,Fruits and Vegetables,91.4462,18.35,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1250,1250,FDJ22,193.6504,2876.256,Snack Foods,193.6504,18.75,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1251,1251,NCH18,246.1802,2702.4822,Household,246.1802,9.3,2009,OUT018,train,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1252,1252,DRE37,189.4872,189.0872,Soft Drinks,189.4872,12.792854228644991,1985,OUT019,train,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1253,1253,DRC13,124.87299999999999,2956.152,Soft Drinks,124.87299999999999,8.26,2004,OUT035,train,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1254,1254,FDG47,260.3252,8132.0812,Starchy Foods,260.3252,12.8,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1255,1255,FDY55,258.3988,1541.9928,Fruits and Vegetables,258.3988,16.75,2009,OUT018,train,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1256,1256,NCW29,131.83100000000002,3635.268,Health and Hygiene,131.83100000000002,12.792854228644991,1985,OUT027,train,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1257,1257,NCT05,255.6672,4346.3424,Health and Hygiene,255.6672,10.895,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1258,1258,FDN50,93.712,466.06,Canned,93.712,16.85,1999,OUT049,train,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1259,1259,FDU60,169.6132,169.1132,Baking Goods,169.6132,20.0,1998,OUT010,train,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1260,1260,FDX02,225.0404,5851.0504,Dairy,225.0404,16.0,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1261,1261,FDL34,141.2496,2681.8424,Snack Foods,141.2496,16.0,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1262,1262,DRF27,152.234,3828.35,Dairy,152.234,8.93,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1263,1263,FDZ35,101.699,2373.577,Breads,101.699,9.6,1999,OUT049,train,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1264,1264,DRF03,39.7138,1096.5726,Dairy,39.7138,12.792854228644991,1985,OUT027,train,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1265,1265,NCO41,96.9384,2167.8448,Health and Hygiene,96.9384,12.792854228644991,1985,OUT027,train,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1266,1266,FDQ59,85.8908,1845.5976,Breads,85.8908,9.8,2002,OUT045,train,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1267,1267,NCZ53,186.6214,1884.214,Health and Hygiene,186.6214,9.6,2009,OUT018,train,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1268,1268,FDZ33,146.4076,147.8076,Snack Foods,146.4076,12.792854228644991,1985,OUT019,train,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1269,1269,FDD34,161.421,3425.5409999999997,Snack Foods,161.421,7.945,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1270,1270,NCM06,156.0656,1853.5872,Household,156.0656,7.475,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1271,1271,FDY43,169.7474,673.7896,Fruits and Vegetables,169.7474,14.85,2009,OUT018,train,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1272,1272,DRM23,173.9422,172.4422,Hard Drinks,173.9422,16.6,1998,OUT010,train,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1273,1273,FDT20,39.2164,540.6296,Fruits and Vegetables,39.2164,10.5,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1274,1274,FDG46,113.5518,2732.4432,Snack Foods,113.5518,8.63,1987,OUT013,train,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1275,1275,FDH10,193.8478,1162.4868,Snack Foods,193.8478,21.0,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1276,1276,FDF24,82.7934,1228.401,Baking Goods,82.7934,15.5,2004,OUT035,train,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1277,1277,FDG57,48.2034,874.8612,Fruits and Vegetables,48.2034,14.7,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1278,1278,FDN44,157.892,1917.504,Fruits and Vegetables,157.892,13.15,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1279,1279,FDD32,82.6276,731.0484,Fruits and Vegetables,82.6276,17.7,1987,OUT013,train,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1280,1280,FDI04,198.5426,790.9704,Frozen Foods,198.5426,12.792854228644991,1985,OUT019,train,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1281,1281,FDA56,123.1414,4264.4490000000005,Fruits and Vegetables,123.1414,9.21,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1282,1282,DRG51,166.0526,1480.0734,Dairy,166.0526,12.1,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1283,1283,FDZ04,64.551,1581.275,Frozen Foods,64.551,9.31,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1284,1284,FDT13,188.2214,3014.7424,Canned,188.2214,14.85,2004,OUT035,train,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1285,1285,FDY56,223.7062,4965.5364,Fruits and Vegetables,223.7062,12.792854228644991,1985,OUT027,train,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1286,1286,FDB51,64.2852,438.0964,Dairy,64.2852,6.92,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1287,1287,NCY29,55.593,282.965,Health and Hygiene,55.593,13.65,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1288,1288,FDL34,142.6496,1834.9448,Snack Foods,142.6496,16.0,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1289,1289,NCQ38,105.62799999999999,1065.28,Others,105.62799999999999,16.35,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1290,1290,NCR41,93.7094,4189.2136,Health and Hygiene,93.7094,12.792854228644991,1985,OUT027,train,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1291,1291,FDY24,52.2298,161.7894,Baking Goods,52.2298,4.88,1998,OUT010,train,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1292,1292,NCA42,159.6604,3327.6684,Household,159.6604,6.965,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1293,1293,FDB11,225.6404,2925.5252,Starchy Foods,225.6404,16.0,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1294,1294,FDG26,257.83299999999997,5382.993,Canned,257.83299999999997,18.85,2004,OUT035,train,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1295,1295,FDH24,156.5288,1571.2879999999998,Baking Goods,156.5288,20.7,2004,OUT035,train,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1296,1296,FDX44,88.5172,1427.4752,Fruits and Vegetables,88.5172,9.3,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1297,1297,FDT52,244.6144,2695.1584,Frozen Foods,244.6144,9.695,2007,OUT017,train,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1298,1298,FDT04,39.3822,314.2576,Frozen Foods,39.3822,17.25,2007,OUT017,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1299,1299,FDO58,166.1526,2960.1468,Snack Foods,166.1526,19.6,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1300,1300,FDR60,75.9328,1158.492,Baking Goods,75.9328,14.3,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1301,1301,NCL54,175.2054,3502.1079999999997,Household,175.2054,12.6,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1302,1302,FDW50,167.2158,3008.0844,Dairy,167.2158,13.1,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1303,1303,FDK43,125.802,253.00400000000002,Meat,125.802,12.792854228644991,1985,OUT019,train,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1304,1304,FDQ32,123.8388,866.8716,Fruits and Vegetables,123.8388,17.85,2009,OUT018,train,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1305,1305,FDE29,58.8878,1151.1682,Frozen Foods,58.8878,8.905,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1306,1306,NCN07,133.2284,2768.3964,Others,133.2284,18.5,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1307,1307,FDB37,240.7538,3364.9532,Baking Goods,240.7538,20.25,1987,OUT013,train,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1308,1308,FDD21,112.7176,343.5528,Fruits and Vegetables,112.7176,10.3,1999,OUT049,train,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1309,1309,FDX16,151.505,2546.685,Frozen Foods,151.505,17.85,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1310,1310,FDN46,100.5332,1127.8652,Snack Foods,100.5332,7.21,1999,OUT049,train,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1311,1311,FDV28,34.9558,67.9116,Frozen Foods,34.9558,16.1,1998,OUT010,train,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1312,1312,FDR48,150.8024,4402.2696,Baking Goods,150.8024,12.792854228644991,1985,OUT027,train,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1313,1313,FDW37,89.7488,1901.5248,Canned,89.7488,12.792854228644991,1985,OUT027,train,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1314,1314,FDV40,74.5038,739.038,Frozen Foods,74.5038,17.35,2004,OUT035,train,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1315,1315,FDZ57,129.6994,1413.4934,Snack Foods,129.6994,10.0,2009,OUT018,train,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1316,1316,FDY46,185.0898,2993.4368,Snack Foods,185.0898,18.6,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1317,1317,FDX45,155.263,1721.0929999999998,Snack Foods,155.263,16.75,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1318,1318,FDB33,160.7262,2864.2716,Fruits and Vegetables,160.7262,17.75,2004,OUT035,train,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1319,1319,FDT58,169.4816,503.3448,Snack Foods,169.4816,9.0,1998,OUT010,train,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1320,1320,FDM39,178.6002,3582.0040000000004,Dairy,178.6002,6.42,1999,OUT049,train,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1321,1321,NCY41,37.6532,575.2512,Health and Hygiene,37.6532,16.75,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1322,1322,NCL31,142.747,3149.2340000000004,Others,142.747,7.39,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1323,1323,NCJ31,243.0196,3374.2744,Others,243.0196,19.2,1997,OUT046,train,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1324,1324,FDO23,94.8436,567.2616,Breads,94.8436,12.792854228644991,1985,OUT019,train,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1325,1325,FDN56,144.2786,288.9572,Fruits and Vegetables,144.2786,5.46,2004,OUT035,train,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1326,1326,FDF04,258.3304,3358.2952,Frozen Foods,258.3304,17.5,1987,OUT013,train,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1327,1327,FDJ44,176.1396,3663.2316,Fruits and Vegetables,176.1396,12.3,1987,OUT013,train,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1328,1328,FDS50,220.5114,5321.0736,Dairy,220.5114,17.0,2002,OUT045,train,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
